OrgId,X-Coord,Y-Coord,Angle,Curvature,PLC-Bits,PLC-Word,PLC-Word2,ChangeTime,Remark
25140,57386,7211,9000,0,0,0,0,1697733892, 
25141,57386,7111,9000,0,0,0,0,1697733892, 
25142,57386,7011,9000,0,0,0,0,1697733892, 
25143,57386,6911,9000,0,0,0,0,1697733892, 
25144,57386,6811,9000,0,0,0,0,1697733892, 
25145,57386,6711,9000,0,0,0,0,1697733892, 
25146,57386,6611,9000,0,0,0,0,1697733892, 
25147,57386,6511,9000,0,0,0,0,1697733892, 
25148,57386,6411,9000,0,0,0,0,1697733892, 
25149,57386,6311,9000,0,0,0,0,1697733892, 
25150,57386,6211,9000,0,0,0,0,1697733892, 
25151,57386,6111,9000,0,0,0,0,1697733892, 
25152,57386,6011,9000,0,0,0,0,1697733892, 
25153,57386,5911,9000,0,0,0,0,1697733892, 
25154,57386,5811,9000,0,0,0,0,1697733892, 
25155,57386,5711,9000,0,0,0,0,1697733892, 
25156,57386,5611,9000,0,0,0,0,1697733892, 
25157,57386,5511,9000,0,0,0,0,1697733892, 
25158,57386,5411,9000,0,0,0,0,1697733892, 
25159,57386,5311,9000,0,0,0,0,1697733892, 
25160,57386,5211,9000,0,0,0,0,1697733892, 
25161,57386,5111,9000,0,0,0,0,1697733892, 
25162,57386,5011,9000,0,0,0,0,1697733892, 
25163,57386,4911,9000,0,0,0,0,1697733892, 
25164,57386,4811,9000,0,0,0,0,1697733892, 
25165,57386,4711,9000,0,0,0,0,1697733892, 
25166,57386,4611,9000,0,0,0,0,1697733892, 
25167,57386,4511,9000,0,0,0,0,1697733892, 
25168,57386,4411,9000,0,0,0,0,1697733892, 
25169,57386,4311,9000,0,0,0,0,1697733892, 
25170,57386,4211,9000,0,0,0,0,1697733892, 
25171,57386,4111,9000,0,0,0,0,1697733892, 
25172,57386,4011,9000,0,0,0,0,1697733892, 
25173,57386,3911,9000,0,0,0,0,1697733892, 
25174,57386,3811,9000,0,0,0,0,1697733892, 
25175,57386,3711,9000,0,0,0,0,1697733892, 
25176,57386,3611,9000,0,0,0,0,1697733892, 
25177,57386,3511,9000,0,0,0,0,1697733892, 
25178,57386,3411,9000,0,0,0,0,1697733892, 
25179,57386,3311,9000,0,0,0,0,1697733892, 
25180,57386,3211,9000,0,0,0,0,1697733892, 
25181,57386,3111,9000,0,0,0,0,1697733892, 
27001,62996,21111,9000,0,0,0,0,1697733812, 
27002,62996,21011,9000,0,0,0,0,1697733812, 
27003,62996,20911,9000,0,0,0,0,1697733812, 
27004,62996,20811,9000,0,0,0,0,1697733812, 
27005,62996,20711,9000,0,0,0,0,1697733812, 
27006,62996,20611,9000,0,0,0,0,1697733812, 
27007,62996,20511,9000,0,0,0,0,1697733812, 
27008,62996,20411,9000,0,0,0,0,1697733812, 
27009,62996,20311,9000,0,0,0,0,1697733812, 
27010,62996,20211,9000,0,0,0,0,1697733812, 
27011,62996,20111,9000,0,0,0,0,1697733812, 
27012,62996,20011,9000,0,0,0,0,1697733812, 
27013,62996,19911,9000,0,0,0,0,1697733812, 
27014,62996,19811,9000,0,0,0,0,1697733812, 
27015,62996,19711,9000,0,0,0,0,1697733812, 
27016,62996,19611,9000,0,0,0,0,1697733812, 
27017,62996,19511,9000,0,0,0,0,1697733812, 
27018,62996,19411,9000,0,0,0,0,1697733812, 
27019,62996,19311,9000,0,0,0,0,1697733812, 
27020,62996,19211,9000,0,0,0,0,1697733812, 
27021,62996,19111,9000,0,0,0,0,1697733812, 
27022,62996,19011,9000,0,0,0,0,1697733812, 
27023,62996,18911,9000,0,0,0,0,1697733812, 
27024,62996,18811,9000,0,0,0,0,1697733812, 
27025,62996,18711,9000,0,0,0,0,1697733812, 
27026,62996,18611,9000,0,0,0,0,1697733812, 
27027,62996,18511,9000,0,0,0,0,1697733812, 
27028,62996,18411,9000,0,0,0,0,1697733812, 
27029,62996,18311,9000,0,0,0,0,1697733812, 
27030,62996,18211,9000,0,0,0,0,1697733812, 
27031,62996,18111,9000,0,0,0,0,1697733812, 
27032,62996,18011,9000,0,0,0,0,1697733812, 
27033,62996,17911,9000,0,0,0,0,1697733812, 
27034,62996,17811,9000,0,0,0,0,1697733812, 
27035,62996,17711,9000,0,0,0,0,1697733812, 
27036,62996,17611,9000,0,0,0,0,1697733812, 
27037,62996,17511,9000,0,0,0,0,1697733812, 
27038,62996,17411,9000,0,0,0,0,1697733812, 
27039,62996,17311,9000,0,0,0,0,1697733812, 
27040,62996,17211,9000,0,0,0,0,1697733812, 
27041,62996,17111,9000,0,0,0,0,1697733812, 
27042,62996,17011,9000,0,0,0,0,1697733812, 
27043,62996,16911,9000,0,0,0,0,1697733812, 
27044,62996,16811,9000,0,0,0,0,1697733812, 
27045,62996,16711,9000,0,0,0,0,1697733812, 
27046,62996,16611,9000,0,0,0,0,1697733812, 
27047,62996,16511,9000,0,0,0,0,1697733812, 
27048,62996,16411,9000,0,0,0,0,1697733812, 
27049,62996,16311,9000,0,0,0,0,1697733812, 
27050,62996,16210,9000,0,0,0,0,1697733812, 
27051,62996,16111,9000,0,0,0,0,1697733812, 
27052,62996,16011,9000,0,0,0,0,1697733812, 
27053,62996,15911,9000,0,0,0,0,1697733812, 
27054,62996,15811,9000,0,0,0,0,1697733812, 
27055,62996,15711,9000,0,0,0,0,1697733812, 
27056,62996,15611,9000,0,0,0,0,1697733812, 
27057,62996,15511,9000,0,0,0,0,1697733812, 
27058,62996,15411,9000,0,0,0,0,1697733812, 
27059,62996,15311,9000,0,0,0,0,1697733812, 
27060,62996,15211,9000,0,0,0,0,1697733812, 
27061,62996,15111,9000,0,0,0,0,1697733812, 
27062,62996,15011,9000,0,0,0,0,1697733812, 
27063,62996,14911,9000,0,0,0,0,1697733812, 
27064,62996,14811,9000,0,0,0,0,1697733812, 
27065,62996,14711,9000,0,0,0,0,1697733812, 
27066,62996,14611,9000,0,0,0,0,1697733812, 
27067,62996,14511,9000,0,0,0,0,1697733812, 
27068,62996,14411,9000,0,0,0,0,1697733812, 
27069,62996,14311,9000,0,0,0,0,1697733812, 
27070,62996,14211,9000,0,0,0,0,1697733812, 
27071,62996,14111,9000,0,0,0,0,1697733812, 
27072,62996,14011,9000,0,0,0,0,1697733812, 
27073,62996,13911,9000,0,0,0,0,1697733812, 
27074,62996,13811,9000,0,0,0,0,1697733812, 
27075,62996,13711,9000,0,0,0,0,1697733812, 
27076,62996,13611,9000,0,0,0,0,1697733812, 
27077,62996,13511,9000,0,0,0,0,1697733812, 
27078,62996,13411,9000,0,0,0,0,1697733812, 
27079,62996,13311,9000,0,0,0,0,1697733812, 
27080,62996,13211,9000,0,0,0,0,1697733812, 
27081,62996,13111,9000,0,0,0,0,1697733812, 
27082,62996,13011,9000,0,0,0,0,1697733812, 
27083,62996,12911,9000,0,0,0,0,1697733812, 
27084,62996,12811,9000,0,0,0,0,1697733812, 
27085,62996,12711,9000,0,0,0,0,1697733812, 
27086,62996,12611,9000,0,0,0,0,1697733812, 
27087,62996,12511,9000,0,0,0,0,1697733812, 
27088,62996,12411,9000,0,0,0,0,1697733812, 
27089,62996,12311,9000,0,0,0,0,1697733812, 
27090,62996,12211,9000,0,0,0,0,1697733812, 
27091,62996,12111,9000,0,0,0,0,1697733812, 
27092,62996,12011,9000,0,0,0,0,1697733812, 
27093,62996,11911,9000,0,0,0,0,1697733812, 
27094,62996,11811,9000,0,0,0,0,1697733812, 
27095,62996,11711,9000,0,0,0,0,1697733812, 
27096,62996,11611,9000,0,0,0,0,1697733812, 
27097,62996,11511,9000,0,0,0,0,1697733812, 
27098,62996,11411,9000,0,0,0,0,1697733812, 
27099,62996,11311,9000,0,0,0,0,1697733812, 
27100,62996,11211,9000,0,0,0,0,1697733812, 
27101,62996,11111,9000,0,0,0,0,1697733812, 
27102,62996,11011,9000,0,0,0,0,1697733812, 
27103,62996,10911,9000,0,0,0,0,1697733812, 
27104,62996,10811,9000,0,0,0,0,1697733812, 
27105,62996,10711,9000,0,0,0,0,1697733812, 
27106,62996,10611,9000,0,0,0,0,1697733812, 
27107,62996,10511,9000,0,0,0,0,1697733812, 
27108,62996,10411,9000,0,0,0,0,1697733812, 
27109,62996,10311,9000,0,0,0,0,1697733812, 
27110,62996,10211,9000,0,0,0,0,1697733812, 
27111,62996,10111,9000,0,0,0,0,1697733812, 
27112,62996,10011,9000,0,0,0,0,1697733812, 
27113,62996,9911,9000,0,0,0,0,1697733812, 
27114,62996,9811,9000,0,0,0,0,1697733812, 
27115,62996,9711,9000,0,0,0,0,1697733812, 
27116,62996,9611,9000,0,0,0,0,1697733812, 
27117,62996,9511,9000,0,0,0,0,1697733812, 
27118,62996,9411,9000,0,0,0,0,1697733812, 
27119,62996,9311,9000,0,0,0,0,1697733812, 
27120,62996,9211,9000,0,0,0,0,1697733812, 
27121,62996,9111,9000,0,0,0,0,1697733812, 
27122,62996,9011,9000,0,0,0,0,1697733812, 
27123,62996,8911,9000,0,0,0,0,1697733812, 
27124,62996,8811,9000,0,0,0,0,1697733812, 
27125,62996,8711,9000,0,0,0,0,1697733812, 
27126,62996,8611,9000,0,0,0,0,1697733812, 
27127,62996,8511,9000,0,0,0,0,1697733812, 
27128,62996,8411,9000,0,0,0,0,1697733812, 
27129,62996,8311,9000,0,0,0,0,1697733812, 
27130,62996,8211,9000,0,0,0,0,1697733812, 
27131,62996,8111,9000,0,0,0,0,1697733812, 
27132,62996,8012,9000,0,0,0,0,1697733812, 
27133,62996,7911,9000,0,0,0,0,1697733812, 
27134,62996,7811,9000,0,0,0,0,1697733812, 
27135,62996,7711,9000,0,0,0,0,1697733812, 
27136,62996,7611,9000,0,0,0,0,1697733812, 
27137,62996,7511,9000,0,0,0,0,1697733812, 
27138,62996,7411,9000,0,0,0,0,1697733812, 
27139,62996,7311,9000,0,0,0,0,1697733812, 
27140,62996,7211,9000,0,0,0,0,1697733812, 
27141,62996,7111,9000,0,0,0,0,1697733812, 
27142,62996,7011,9000,0,0,0,0,1697733812, 
27143,62996,6911,9000,0,0,0,0,1697733812, 
27144,62996,6811,9000,0,0,0,0,1697733812, 
27145,62996,6711,9000,0,0,0,0,1697733812, 
27146,62996,6611,9000,0,0,0,0,1697733812, 
27147,62996,6511,9000,0,0,0,0,1697733812, 
27148,62996,6411,9000,0,0,0,0,1697733812, 
27149,62996,6311,9000,0,0,0,0,1697733812, 
27150,62996,6211,9000,0,0,0,0,1697733812, 
27151,62996,6111,9000,0,0,0,0,1697733812, 
27152,62996,6011,9000,0,0,0,0,1697733812, 
27153,62996,5911,9000,0,0,0,0,1697733812, 
27154,62996,5811,9000,0,0,0,0,1697733812, 
27155,62996,5711,9000,0,0,0,0,1697733812, 
27156,62996,5611,9000,0,0,0,0,1697733812, 
27157,62996,5511,9000,0,0,0,0,1697733812, 
27158,62996,5411,9000,0,0,0,0,1697733812, 
27159,62996,5311,9000,0,0,0,0,1697733812, 
27160,62996,5211,9000,0,0,0,0,1697733812, 
27161,62996,5111,9000,0,0,0,0,1697733812, 
27162,62996,5011,9000,0,0,0,0,1697733812, 
27163,62996,4911,9000,0,0,0,0,1697733812, 
27164,62996,4811,9000,0,0,0,0,1697733812, 
27165,62996,4711,9000,0,0,0,0,1697733812, 
27166,62996,4611,9000,0,0,0,0,1697733812, 
27167,62996,4511,9000,0,0,0,0,1697733812, 
27168,62996,4411,9000,0,0,0,0,1697733812, 
27169,62996,4311,9000,0,0,0,0,1697733812, 
27170,62996,4211,9000,0,0,0,0,1697733812, 
27171,62996,4111,9000,0,0,0,0,1697733812, 
27172,62996,4011,9000,0,0,0,0,1697733812, 
27173,62996,3911,9000,0,0,0,0,1697733812, 
27174,62996,3811,9000,0,0,0,0,1697733812, 
27175,62996,3711,9000,0,0,0,0,1697733812, 
27176,62996,3611,9000,0,0,0,0,1697733812, 
27177,62996,3511,9000,0,0,0,0,1697733812, 
27178,62996,3411,9000,0,0,0,0,1697733812, 
27179,62996,3311,9000,0,0,0,0,1697733812, 
27180,62996,3211,9000,0,0,0,0,1697733812, 
27181,62996,3111,9000,0,0,0,0,1697733812, 
