OrgId,X-Coord,Y-Coord,Angle,Curvature,PLC-Bits,PLC-Word,PLC-Word2,ChangeTime,Remark
23012,51776,20011,9000,0,0,0,0,1697731669, 
23013,51776,19911,9000,0,0,0,0,1697731669, 
23014,51776,19811,9000,0,0,0,0,1697731669, 
23015,51776,19711,9000,0,0,0,0,1697731669, 
23016,51776,19611,9000,0,0,0,0,1697731669, 
23017,51776,19511,9000,0,0,0,0,1697731669, 
23018,51776,19411,9000,0,0,0,0,1697731669, 
23019,51776,19311,9000,0,0,0,0,1697731669, 
23020,51776,19211,9000,0,0,0,0,1697731669, 
23021,51776,19111,9000,0,0,0,0,1697731669, 
23022,51776,19011,9000,0,0,0,0,1697731669, 
23023,51776,18911,9000,0,0,0,0,1697731669, 
23024,51776,18811,9000,0,0,0,0,1697731669, 
23025,51776,18711,9000,0,0,0,0,1697731669, 
23026,51776,18611,9000,0,0,0,0,1697731669, 
23027,51776,18511,9000,0,0,0,0,1697731669, 
23028,51776,18411,9000,0,0,0,0,1697731669, 
23029,51776,18311,9000,0,0,0,0,1697731669, 
23030,51776,18211,9000,0,0,0,0,1697731669, 
23031,51776,18111,9000,0,0,0,0,1697731670, 
23032,51776,18011,9000,0,0,0,0,1697731670, 
23033,51776,17911,9000,0,0,0,0,1697731670, 
23034,51776,17811,9000,0,0,0,0,1697731670, 
23035,51776,17711,9000,0,0,0,0,1697731670, 
23036,51776,17611,9000,0,0,0,0,1697731670, 
23037,51776,17511,9000,0,0,0,0,1697731670, 
23038,51776,17411,9000,0,0,0,0,1697731670, 
23039,51776,17311,9000,0,0,0,0,1697731670, 
23040,51776,17211,9000,0,0,0,0,1697731670, 
23041,51776,17111,9000,0,0,0,0,1697731670, 
23042,51776,17011,9000,0,0,0,0,1697731670, 
23043,51776,16911,9000,0,0,0,0,1697731670, 
23044,51776,16811,9000,0,0,0,0,1697731670, 
23045,51776,16711,9000,0,0,0,0,1697731670, 
23046,51776,16611,9000,0,0,0,0,1697731670, 
23047,51776,16511,9000,0,0,0,0,1697731670, 
23048,51776,16411,9000,0,0,0,0,1697731670, 
23049,51776,16311,9000,0,0,0,0,1697731670, 
23050,51776,16211,9000,0,0,0,0,1697731670, 
23051,51776,16111,9000,0,0,0,0,1697731670, 
23052,51776,16011,9000,0,0,0,0,1697731670, 
23053,51776,15911,9000,0,0,0,0,1697731670, 
23054,51776,15811,9000,0,0,0,0,1697731670, 
23055,51776,15711,9000,0,0,0,0,1697731670, 
23056,51776,15611,9000,0,0,0,0,1697731670, 
23057,51776,15511,9000,0,0,0,0,1697731670, 
23058,51776,15411,9000,0,0,0,0,1697731670, 
23059,51776,15311,9000,0,0,0,0,1697731670, 
23060,51776,15211,9000,0,0,0,0,1697731670, 
23061,51776,15111,9000,0,0,0,0,1697731670, 
23062,51776,15011,9000,0,0,0,0,1697731670, 
23063,51776,14911,9000,0,0,0,0,1697731670, 
23064,51776,14811,9000,0,0,0,0,1697731670, 
23065,51776,14711,9000,0,0,0,0,1697731670, 
23066,51776,14611,9000,0,0,0,0,1697731670, 
23067,51776,14511,9000,0,0,0,0,1697731670, 
23068,51776,14411,9000,0,0,0,0,1697731670, 
23069,51776,14311,9000,0,0,0,0,1697731670, 
23070,51776,14211,9000,0,0,0,0,1697731670, 
23071,51776,14111,9000,0,0,0,0,1697731670, 
23072,51776,14011,9000,0,0,0,0,1697731670, 
23073,51776,13911,9000,0,0,0,0,1697731670, 
23074,51776,13811,9000,0,0,0,0,1697731670, 
23075,51776,13711,9000,0,0,0,0,1697731670, 
23076,51776,13611,9000,0,0,0,0,1697731670, 
23077,51776,13511,9000,0,0,0,0,1697731670, 
23078,51776,13411,9000,0,0,0,0,1697731670, 
23079,51776,13311,9000,0,0,0,0,1697731670, 
23080,51776,13211,9000,0,0,0,0,1697731670, 
23081,51776,13111,9000,0,0,0,0,1697731670, 
23082,51776,13011,9000,0,0,0,0,1697731670, 
23083,51776,12911,9000,0,0,0,0,1697731670, 
23084,51776,12811,9000,0,0,0,0,1697731670, 
23085,51776,12711,9000,0,0,0,0,1697731670, 
23086,51776,12611,9000,0,0,0,0,1697731670, 
23087,51776,12511,9000,0,0,0,0,1697731670, 
23088,51776,12411,9000,0,0,0,0,1697731670, 
23089,51776,12311,9000,0,0,0,0,1697731670, 
23090,51776,12211,9000,0,0,0,0,1697731670, 
23091,51776,12111,9000,0,0,0,0,1697731670, 
23092,51776,12011,9000,0,0,0,0,1697731670, 
23093,51776,11911,9000,0,0,0,0,1697731670, 
23094,51776,11811,9000,0,0,0,0,1697731670, 
23095,51776,11711,9000,0,0,0,0,1697731670, 
23096,51776,11611,9000,0,0,0,0,1697731670, 
23097,51776,11511,9000,0,0,0,0,1697731670, 
23098,51776,11411,9000,0,0,0,0,1697731670, 
23099,51776,11311,9000,0,0,0,0,1697731670, 
23100,51776,11211,9000,0,0,0,0,1697731670, 
23101,51776,11111,9000,0,0,0,0,1697731670, 
23102,51776,11011,9000,0,0,0,0,1697731712, 
23103,51776,10911,9000,0,0,0,0,1697731712, 
23104,51776,10811,9000,0,0,0,0,1697731712, 
23105,51776,10711,9000,0,0,0,0,1697731712, 
23106,51776,10611,9000,0,0,0,0,1697731712, 
23107,51776,10511,9000,0,0,0,0,1697731712, 
23108,51776,10411,9000,0,0,0,0,1697731712, 
23109,51776,10311,9000,0,0,0,0,1697731712, 
23110,51776,10211,9000,0,0,0,0,1697731712, 
23111,51776,10111,9000,0,0,0,0,1697731712, 
23112,51776,10011,9000,0,0,0,0,1697731712, 
23113,51776,9911,9000,0,0,0,0,1697731712, 
23114,51776,9811,9000,0,0,0,0,1697731712, 
23115,51776,9711,9000,0,0,0,0,1697731712, 
23116,51776,9611,9000,0,0,0,0,1697731712, 
23117,51776,9511,9000,0,0,0,0,1697731712, 
23118,51776,9411,9000,0,0,0,0,1697731712, 
23119,51776,9311,9000,0,0,0,0,1697731712, 
23120,51776,9211,9000,0,0,0,0,1697731712, 
23121,51776,9111,9000,0,0,0,0,1697731712, 
23122,51776,9011,9000,0,0,0,0,1697731712, 
23123,51776,8911,9000,0,0,0,0,1697731712, 
23124,51776,8811,9000,0,0,0,0,1697731712, 
23125,51776,8711,9000,0,0,0,0,1697731712, 
23126,51776,8611,9000,0,0,0,0,1697731712, 
23127,51776,8511,9000,0,0,0,0,1697731712, 
23128,51776,8411,9000,0,0,0,0,1697731712, 
23129,51776,8311,9000,0,0,0,0,1697731712, 
23130,51776,8211,9000,0,0,0,0,1697731712, 
23131,51776,8111,9000,0,0,0,0,1697731712, 
23132,51776,8011,9000,0,0,0,0,1697731712, 
23133,51776,7911,9000,0,0,0,0,1697731712, 
23134,51776,7811,9000,0,0,0,0,1697731712, 
23135,51776,7711,9000,0,0,0,0,1697731712, 
23136,51776,7611,9000,0,0,0,0,1697731712, 
23137,51776,7511,9000,0,0,0,0,1697731712, 
23138,51776,7411,9000,0,0,0,0,1697731712, 
23139,51776,7311,9000,0,0,0,0,1697731712, 
23140,51776,7211,9000,0,0,0,0,1697731712, 
23141,51776,7111,9000,0,0,0,0,1697731712, 
23142,51776,7011,9000,0,0,0,0,1697731712, 
23143,51776,6911,9000,0,0,0,0,1697731712, 
23144,51776,6811,9000,0,0,0,0,1697731712, 
23145,51776,6711,9000,0,0,0,0,1697731712, 
23146,51776,6611,9000,0,0,0,0,1697731712, 
23147,51776,6511,9000,0,0,0,0,1697731712, 
23148,51776,6411,9000,0,0,0,0,1697731712, 
23149,51776,6311,9000,0,0,0,0,1697731712, 
23150,51776,6211,9000,0,0,0,0,1697731712, 
23151,51776,6111,9000,0,0,0,0,1697731712, 
23152,51776,6011,9000,0,0,0,0,1697731712, 
23153,51776,5911,9000,0,0,0,0,1697731712, 
23154,51776,5811,9000,0,0,0,0,1697731712, 
23155,51776,5711,9000,0,0,0,0,1697731712, 
23156,51776,5611,9000,0,0,0,0,1697731712, 
23157,51776,5511,9000,0,0,0,0,1697731712, 
23158,51776,5411,9000,0,0,0,0,1697731712, 
23159,51776,5311,9000,0,0,0,0,1697731712, 
23160,51776,5211,9000,0,0,0,0,1697731712, 
23161,51776,5111,9000,0,0,0,0,1697731713, 
23162,51776,5011,9000,0,0,0,0,1697731713, 
23163,51776,4911,9000,0,0,0,0,1697731713, 
23164,51776,4811,9000,0,0,0,0,1697731713, 
23165,51776,4711,9000,0,0,0,0,1697731713, 
23166,51776,4611,9000,0,0,0,0,1697731713, 
23167,51776,4511,9000,0,0,0,0,1697731713, 
23168,51776,4411,9000,0,0,0,0,1697731713, 
23169,51776,4311,9000,0,0,0,0,1697731713, 
23170,51776,4211,9000,0,0,0,0,1697731713, 
23171,51776,4111,9000,0,0,0,0,1697731713, 
23172,51776,4011,9000,0,0,0,0,1697731713, 
23173,51776,3911,9000,0,0,0,0,1697731713, 
23174,51776,3811,9000,0,0,0,0,1697731713, 
23175,51776,3711,9000,0,0,0,0,1697731713, 
23176,51776,3611,9000,0,0,0,0,1697731713, 
23177,51776,3511,9000,0,0,0,0,1697731713, 
23178,51776,3411,9000,0,0,0,0,1697731713, 
23179,51776,3311,9000,0,0,0,0,1697731713, 
23180,51776,3211,9000,0,0,0,0,1697731713, 
23181,51776,3111,9000,0,0,0,0,1697731713, 
25001,57386,21111,9000,0,0,0,0,1697733892, 
25002,57386,21011,9000,0,0,0,0,1697733892, 
25003,57386,20911,9000,0,0,0,0,1697733892, 
25004,57386,20811,9000,0,0,0,0,1697733892, 
25005,57386,20711,9000,0,0,0,0,1697733892, 
25006,57386,20611,9000,0,0,0,0,1697733892, 
25007,57386,20511,9000,0,0,0,0,1697733892, 
25008,57386,20411,9000,0,0,0,0,1697733892, 
25009,57386,20311,9000,0,0,0,0,1697733892, 
25010,57386,20211,9000,0,0,0,0,1697733892, 
25011,57386,20111,9000,0,0,0,0,1697733892, 
25012,57386,20011,9000,0,0,0,0,1697733892, 
25013,57386,19911,9000,0,0,0,0,1697733892, 
25014,57386,19811,9000,0,0,0,0,1697733892, 
25015,57386,19711,9000,0,0,0,0,1697733892, 
25016,57386,19611,9000,0,0,0,0,1697733892, 
25017,57386,19511,9000,0,0,0,0,1697733892, 
25018,57386,19411,9000,0,0,0,0,1697733892, 
25019,57386,19311,9000,0,0,0,0,1697733892, 
25020,57386,19211,9000,0,0,0,0,1697733892, 
25021,57386,19111,9000,0,0,0,0,1697733892, 
25022,57386,19011,9000,0,0,0,0,1697733892, 
25023,57386,18911,9000,0,0,0,0,1697733892, 
25024,57386,18811,9000,0,0,0,0,1697733892, 
25025,57386,18711,9000,0,0,0,0,1697733892, 
25026,57386,18611,9000,0,0,0,0,1697733892, 
25027,57386,18511,9000,0,0,0,0,1697733892, 
25028,57386,18411,9000,0,0,0,0,1697733892, 
25029,57386,18311,9000,0,0,0,0,1697733892, 
25030,57386,18211,9000,0,0,0,0,1697733892, 
25031,57386,18111,9000,0,0,0,0,1697733892, 
25032,57386,18011,9000,0,0,0,0,1697733892, 
25033,57386,17911,9000,0,0,0,0,1697733892, 
25034,57386,17811,9000,0,0,0,0,1697733892, 
25035,57386,17711,9000,0,0,0,0,1697733892, 
25036,57386,17611,9000,0,0,0,0,1697733892, 
25037,57386,17511,9000,0,0,0,0,1697733892, 
25038,57386,17411,9000,0,0,0,0,1697733892, 
25039,57386,17311,9000,0,0,0,0,1697733892, 
25040,57386,17211,9000,0,0,0,0,1697733892, 
25041,57386,17111,9000,0,0,0,0,1697733892, 
25042,57386,17011,9000,0,0,0,0,1697733892, 
25043,57386,16911,9000,0,0,0,0,1697733892, 
25044,57386,16811,9000,0,0,0,0,1697733892, 
25045,57386,16711,9000,0,0,0,0,1697733892, 
25046,57386,16611,9000,0,0,0,0,1697733892, 
25047,57386,16511,9000,0,0,0,0,1697733892, 
25048,57386,16411,9000,0,0,0,0,1697733892, 
25049,57386,16311,9000,0,0,0,0,1697733892, 
25050,57386,16211,9000,0,0,0,0,1697733892, 
25051,57386,16111,9000,0,0,0,0,1697733892, 
25052,57386,16011,9000,0,0,0,0,1697733892, 
25053,57386,15911,9000,0,0,0,0,1697733892, 
25054,57386,15811,9000,0,0,0,0,1697733892, 
25055,57386,15711,9000,0,0,0,0,1697733892, 
25056,57386,15611,9000,0,0,0,0,1697733892, 
25057,57386,15511,9000,0,0,0,0,1697733892, 
25058,57386,15411,9000,0,0,0,0,1697733892, 
25059,57386,15311,9000,0,0,0,0,1697733892, 
25060,57386,15211,9000,0,0,0,0,1697733892, 
25061,57386,15111,9000,0,0,0,0,1697733892, 
25062,57386,15011,9000,0,0,0,0,1697733892, 
25063,57386,14911,9000,0,0,0,0,1697733892, 
25064,57386,14811,9000,0,0,0,0,1697733892, 
25065,57386,14711,9000,0,0,0,0,1697733892, 
25066,57386,14611,9000,0,0,0,0,1697733892, 
25067,57386,14511,9000,0,0,0,0,1697733892, 
25068,57386,14411,9000,0,0,0,0,1697733892, 
25069,57386,14311,9000,0,0,0,0,1697733892, 
25070,57386,14211,9000,0,0,0,0,1697733892, 
25071,57386,14111,9000,0,0,0,0,1697733892, 
25072,57386,14011,9000,0,0,0,0,1697733892, 
25073,57386,13911,9000,0,0,0,0,1697733892, 
25074,57386,13811,9000,0,0,0,0,1697733892, 
25075,57386,13711,9000,0,0,0,0,1697733892, 
25076,57386,13611,9000,0,0,0,0,1697733892, 
25077,57386,13511,9000,0,0,0,0,1697733892, 
25078,57386,13411,9000,0,0,0,0,1697733892, 
25079,57386,13311,9000,0,0,0,0,1697733892, 
25080,57386,13211,9000,0,0,0,0,1697733892, 
25081,57386,13111,9000,0,0,0,0,1697733892, 
25082,57386,13011,9000,0,0,0,0,1697733892, 
25083,57386,12911,9000,0,0,0,0,1697733892, 
25084,57386,12811,9000,0,0,0,0,1697733892, 
25085,57386,12711,9000,0,0,0,0,1697733892, 
25086,57386,12611,9000,0,0,0,0,1697733892, 
25087,57386,12511,9000,0,0,0,0,1697733892, 
25088,57386,12411,9000,0,0,0,0,1697733892, 
25089,57386,12311,9000,0,0,0,0,1697733892, 
25090,57386,12211,9000,0,0,0,0,1697733892, 
25091,57386,12111,9000,0,0,0,0,1697733892, 
25092,57386,12011,9000,0,0,0,0,1697733892, 
25093,57386,11911,9000,0,0,0,0,1697733892, 
25094,57386,11811,9000,0,0,0,0,1697733892, 
25095,57386,11711,9000,0,0,0,0,1697733892, 
25096,57386,11611,9000,0,0,0,0,1697733892, 
25097,57386,11511,9000,0,0,0,0,1697733892, 
25098,57386,11411,9000,0,0,0,0,1697733892, 
25099,57386,11311,9000,0,0,0,0,1697733892, 
25100,57386,11211,9000,0,0,0,0,1697733892, 
25101,57386,11111,9000,0,0,0,0,1697733892, 
25102,57386,11011,9000,0,0,0,0,1697733892, 
25103,57386,10911,9000,0,0,0,0,1697733892, 
25104,57386,10811,9000,0,0,0,0,1697733892, 
25105,57386,10711,9000,0,0,0,0,1697733892, 
25106,57386,10611,9000,0,0,0,0,1697733892, 
25107,57386,10511,9000,0,0,0,0,1697733892, 
25108,57386,10411,9000,0,0,0,0,1697733892, 
25109,57386,10311,9000,0,0,0,0,1697733892, 
25110,57386,10211,9000,0,0,0,0,1697733892, 
25111,57386,10111,9000,0,0,0,0,1697733892, 
25112,57386,10011,9000,0,0,0,0,1697733892, 
25113,57386,9911,9000,0,0,0,0,1697733892, 
25114,57386,9811,9000,0,0,0,0,1697733892, 
25115,57386,9711,9000,0,0,0,0,1697733892, 
25116,57386,9611,9000,0,0,0,0,1697733892, 
25117,57386,9511,9000,0,0,0,0,1697733892, 
25118,57386,9411,9000,0,0,0,0,1697733892, 
25119,57386,9311,9000,0,0,0,0,1697733892, 
25120,57386,9211,9000,0,0,0,0,1697733892, 
25121,57386,9111,9000,0,0,0,0,1697733892, 
25122,57386,9011,9000,0,0,0,0,1697733892, 
25123,57386,8911,9000,0,0,0,0,1697733892, 
25124,57386,8811,9000,0,0,0,0,1697733892, 
25125,57386,8711,9000,0,0,0,0,1697733892, 
25126,57386,8611,9000,0,0,0,0,1697733892, 
25127,57386,8511,9000,0,0,0,0,1697733892, 
25128,57386,8411,9000,0,0,0,0,1697733892, 
25129,57386,8311,9000,0,0,0,0,1697733892, 
25130,57386,8211,9000,0,0,0,0,1697733892, 
25131,57386,8111,9000,0,0,0,0,1697733892, 
25132,57386,8011,9000,0,0,0,0,1697733892, 
25133,57386,7911,9000,0,0,0,0,1697733892, 
25134,57386,7811,9000,0,0,0,0,1697733892, 
25135,57386,7711,9000,0,0,0,0,1697733892, 
25136,57386,7611,9000,0,0,0,0,1697733892, 
25137,57386,7511,9000,0,0,0,0,1697733892, 
25138,57386,7411,9000,0,0,0,0,1697733892, 
25139,57386,7311,9000,0,0,0,0,1697733892, 
